Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-08-24,1,2026082405010709,AHL,42,22,10,397.9,3979.0,1
2026-08-24,2,2026082405010589,AHL,42,11,20,391.0,7820.0,1
2026-08-24,3,2026082405010536,AHL,42,46,300,390.0,117000.0,1
2026-08-24,4,2026082405010803,BBC,101,13,10,4076.0,40760.0,1
2026-08-24,5,2026082405010625,BEDC,26,51,100,302.0,30200.0,1
2026-08-24,6,2026082405010555,BEDC,58,51,26,302.0,7852.0,1
2026-08-24,7,2026082405010799,BHDC,1,41,10,427.8,4278.0,1
2026-08-24,8,2026082405010598,BHDC,34,41,10,427.8,4278.0,1
2026-08-24,9,2026082405010492,BHDC,22,41,10,427.8,4278.0,1
2026-08-24,10,2026082405010391,BHDC,49,45,15,423.0,6345.0,1
2026-08-24,11,2026082405010390,BHDC,57,45,85,423.0,35955.0,1
2026-08-24,12,2026082405010476,BHL,42,50,245,205.0,50225.0,1
2026-08-24,13,2026082405010475,BHL,16,50,230,205.0,47150.0,1
2026-08-24,14,2026082405010416,BHL,16,3,20,205.0,4100.0,1
2026-08-24,15,2026082405010341,BHPL,34,42,10,470.0,4700.0,1
2026-08-24,16,2026082405010340,BHPL,34,36,100,469.9,46990.0,1
2026-08-24,17,2026082405010339,BHPL,34,60,100,466.0,46600.0,1
2026-08-24,18,2026082405010805,BNHC,45,18,20,276.7,5534.0,1
2026-08-24,19,2026082405010404,BNHC,34,59,130,275.1,35763.0,1
2026-08-24,20,2026082405010343,BNHC,34,49,336,275.1,92433.6,1
2026-08-24,21,2026082405010342,BNHC,18,49,80,275.2,22016.0,1
2026-08-24,22,2026082405010484,CHDC,66,84,10,2218.0,22180.0,1
2026-08-24,23,2026082405010465,CHDC,66,84,30,2218.0,66540.0,1
2026-08-24,24,2026082405010791,CIT,58,29,6,1682.0,10092.0,1
2026-08-24,25,2026082405010624,CIT,58,56,6,1680.0,10080.0,1
2026-08-24,26,2026082405010622,CIT,14,58,26,1681.0,43706.0,1
2026-08-24,27,2026082405010608,CIT,57,58,10,1681.1,16811.0,1
2026-08-24,28,2026082405010587,CIT,44,58,10,1681.2,16812.0,1
2026-08-24,29,2026082405010800,CKHL,57,42,10,590.5,5905.0,1
2026-08-24,30,2026082405010798,CKHL,82,42,20,590.5,11810.0,1
2026-08-24,31,2026082405010797,CKHL,82,29,10,589.9,5899.0,1
2026-08-24,32,2026082405010796,CKHL,82,57,20,589.0,11780.0,1
2026-08-24,33,2026082405010620,CLI,47,35,10,426.5,4265.0,1
2026-08-24,34,2026082405010556,DOLTI,62,28,10,304.9,3049.0,1
2026-08-24,35,2026082405010537,DOLTI,47,45,197,303.0,59691.0,1
2026-08-24,36,2026082405010511,DOLTI,42,45,303,303.0,91809.0,1
2026-08-24,37,2026082405010832,DORDI,35,4,10,247.2,2472.0,1
2026-08-24,38,2026082405010619,DORDI,25,41,1,247.2,247.2,1
2026-08-24,39,2026082405010600,DORDI,89,38,33,246.6,8137.8,1
2026-08-24,40,2026082405010408,DORDI,42,38,21,247.0,5187.0,1
2026-08-24,41,2026082405010765,EHPL,29,43,20,323.0,6460.0,1
2026-08-24,42,2026082405010764,EHPL,29,41,127,322.5,40957.5,1
2026-08-24,43,2026082405010763,EHPL,29,34,174,321.0,55854.0,1
2026-08-24,44,2026082405010762,EHPL,29,13,25,320.3,8007.5,1
2026-08-24,45,2026082405010761,EHPL,29,38,50,320.3,16015.0,1
2026-08-24,46,2026082405010432,EHPL,49,33,10,320.1,3201.0,1
