Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-05-12,1,2026051205014906,AHL,56,45,10,508.0,5080.0,1
2026-05-12,2,2026051205014550,AHL,5,74,76,500.0,38000.0,1
2026-05-12,3,2026051205014549,AHL,41,74,10,500.0,5000.0,1
2026-05-12,4,2026051205014548,AHL,36,74,100,500.0,50000.0,1
2026-05-12,5,2026051205014547,AHL,42,74,50,500.0,25000.0,1
2026-05-12,6,2026051205014546,AHL,35,74,20,500.0,10000.0,1
2026-05-12,7,2026051205014539,AHL,38,74,20,501.0,10020.0,1
2026-05-12,8,2026051205014545,AHL,82,74,20,500.0,10000.0,1
2026-05-12,9,2026051205014544,AHL,48,74,304,500.0,152000.0,1
2026-05-12,10,2026051205014543,AHL,45,74,50,500.1,25005.0,1
2026-05-12,11,2026051205014542,AHL,58,74,260,500.1,130026.0,1
2026-05-12,12,2026051205014541,AHL,85,74,40,500.1,20004.0,1
2026-05-12,13,2026051205014540,AHL,89,74,50,500.5,25025.0,1
2026-05-12,14,2026051205014816,BBC,11,58,10,4733.1,47331.0,1
2026-05-12,15,2026051205014865,BEDC,39,56,20,368.5,7370.0,1
2026-05-12,16,2026051205014864,BEDC,39,6,200,368.4,73680.0,1
2026-05-12,17,2026051205014863,BEDC,39,58,40,366.9,14676.0,1
2026-05-12,18,2026051205014832,BEDC,29,71,450,365.1,164295.0,1
2026-05-12,19,2026051205014831,BEDC,83,71,50,365.1,18255.0,1
2026-05-12,20,2026051205014803,BEDC,34,58,10,366.9,3669.0,1
2026-05-12,21,2026051205014595,BEDC,14,57,100,367.0,36700.0,1
2026-05-12,22,2026051205014922,BHL,48,42,100,222.0,22200.0,1
2026-05-12,23,2026051205014879,BHL,22,42,100,222.0,22200.0,1
2026-05-12,24,2026051205014871,BHL,13,42,20,222.0,4440.0,1
2026-05-12,25,2026051205014758,BHL,7,42,100,222.0,22200.0,1
2026-05-12,26,2026051205014757,BHL,35,42,10,222.0,2220.0,1
2026-05-12,27,2026051205014756,BHL,36,42,450,222.0,99900.0,1
2026-05-12,28,2026051205014590,BHL,54,43,2800,222.0,621600.0,1
2026-05-12,29,2026051205014589,BHL,62,43,200,222.1,44420.0,1
2026-05-12,30,2026051205014531,BHL,54,57,950,222.0,210900.0,1
2026-05-12,31,2026051205014755,BHL,54,42,74,222.0,16428.0,1
2026-05-12,32,2026051205014754,BHL,40,42,198,222.1,43975.8,1
2026-05-12,33,2026051205014667,BHL,38,52,135,223.0,30105.0,1
2026-05-12,34,2026051205014631,BHL,40,56,302,222.1,67074.2,1
2026-05-12,35,2026051205014630,BHL,41,56,500,222.5,111250.0,1
2026-05-12,36,2026051205014592,BHL,51,42,1800,223.0,401400.0,1
2026-05-12,37,2026051205014929,BHPL,57,57,20,521.0,10420.0,1
2026-05-12,38,2026051205014760,BHPL,70,57,10,525.0,5250.0,1
2026-05-12,39,2026051205014694,BHPL,57,34,90,521.0,46890.0,1
2026-05-12,40,2026051205014693,BHPL,34,34,10,521.2,5212.0,1
2026-05-12,41,2026051205014663,BHPL,34,32,40,521.2,20848.0,1
2026-05-12,42,2026051205014662,BHPL,7,32,50,521.3,26065.0,1
2026-05-12,43,2026051205014661,BHPL,58,32,50,522.0,26100.0,1
2026-05-12,44,2026051205014518,BNHC,57,1,10,326.5,3265.0,1
2026-05-12,45,2026051205014517,CHDC,1,52,10,2297.0,22970.0,1
2026-05-12,46,2026051205014820,CIT,58,42,20,1770.2,35404.0,1
2026-05-12,47,2026051205014752,CIT,21,41,115,1770.0,203550.0,1
2026-05-12,48,2026051205014729,CIT,21,38,50,1770.0,88500.0,1
2026-05-12,49,2026051205014894,CKHL,51,58,90,660.0,59400.0,1
2026-05-12,50,2026051205014799,CLI,57,38,50,456.0,22800.0,1
2026-05-12,51,2026051205014798,CLI,61,38,50,456.0,22800.0,1
2026-05-12,52,2026051205014955,DOLTI,26,39,332,352.0,116864.0,1
2026-05-12,53,2026051205014954,DOLTI,51,39,500,352.0,176000.0,1
2026-05-12,54,2026051205014953,DOLTI,49,39,150,352.0,52800.0,1
2026-05-12,55,2026051205014952,DOLTI,4,39,50,352.0,17600.0,1
2026-05-12,56,2026051205014951,DOLTI,45,39,400,352.0,140800.0,1
2026-05-12,57,2026051205014950,DOLTI,14,39,100,352.0,35200.0,1
2026-05-12,58,2026051205014672,DOLTI,32,33,100,354.0,35400.0,1
