Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-05-21,1,2026052105010104,IHL,50,39,10,420.0,4200.0,1
2026-05-21,2,2026052105010103,MCHL,48,39,10,319.4,3194.0,1
2026-05-21,3,2026052105010102,CHDC,32,56,50,2265.0,113250.0,1
2026-05-21,4,2026052105010101,TSHL,57,45,10,556.0,5560.0,1
2026-05-21,5,2026052105010100,HHL,44,25,10,369.4,3694.0,1
2026-05-21,6,2026052105010099,SMJC,58,101,10,485.0,4850.0,1
2026-05-21,7,2026052105010098,MKHC,45,58,10,319.5,3195.0,1
2026-05-21,8,2026052105010097,SHIVM,6,47,561,680.4,381704.4,1
2026-05-21,9,2026052105010096,SHIVM,6,47,100,680.5,68050.0,1
2026-05-21,10,2026052105010095,SHIVM,22,47,10,680.5,6805.0,1
2026-05-21,11,2026052105010094,SHIVM,28,47,20,680.6,13612.0,1
2026-05-21,12,2026052105010093,SHIVM,45,47,10,680.8,6808.0,1
2026-05-21,13,2026052105010092,SHIVM,36,47,10,680.8,6808.0,1
2026-05-21,14,2026052105010091,SHIVM,18,47,225,680.8,153180.0,1
2026-05-21,15,2026052105010090,SHIVM,52,47,64,680.9,43577.6,1
2026-05-21,16,2026052105010089,HDL,53,48,10,1161.0,11610.0,1
2026-05-21,17,2026052105010088,PPL,45,56,493,349.0,172057.0,1
2026-05-21,18,2026052105010087,HHL,84,25,10,369.4,3694.0,1
2026-05-21,19,2026052105010086,CHDC,65,60,10,2264.9,22649.0,1
2026-05-21,20,2026052105010085,NIFRA,42,34,50,265.5,13275.0,1
2026-05-21,21,2026052105010084,MCHL,17,39,10,319.4,3194.0,1
2026-05-21,22,2026052105010083,RHGCL,94,89,820,289.0,236980.0,1
2026-05-21,23,2026052105010082,RHGCL,64,89,100,289.1,28910.0,1
2026-05-21,24,2026052105010081,RHGCL,38,89,100,289.2,28920.0,1
2026-05-21,25,2026052105010080,RHGCL,38,89,80,289.3,23144.0,1
2026-05-21,26,2026052105010079,RHGCL,101,89,220,289.4,63668.0,1
2026-05-21,27,2026052105010078,RHGCL,101,89,100,289.4,28940.0,1
2026-05-21,28,2026052105010077,RHGCL,101,89,200,290.0,58000.0,1
2026-05-21,29,2026052105010076,RHGCL,56,89,380,290.0,110200.0,1
2026-05-21,30,2026052105010075,USHL,62,34,20,633.5,12670.0,1
2026-05-21,31,2026052105010074,USHL,62,42,10,630.0,6300.0,1
2026-05-21,32,2026052105010073,USHL,62,57,10,630.0,6300.0,1
2026-05-21,33,2026052105010072,USHL,62,58,10,630.0,6300.0,1
2026-05-21,34,2026052105010071,USHL,62,13,20,629.9,12598.0,1
2026-05-21,35,2026052105010070,TAMOR,14,72,30,449.0,13470.0,1
2026-05-21,36,2026052105010069,TAMOR,14,72,100,449.1,44910.0,1
2026-05-21,37,2026052105010068,CKHL,92,92,10,669.5,6695.0,1
2026-05-21,38,2026052105010067,CKHL,92,21,10,669.0,6690.0,1
2026-05-21,39,2026052105010066,CKHL,92,25,20,669.0,13380.0,1
2026-05-21,40,2026052105010065,AHL,56,63,10,505.4,5054.0,1
2026-05-21,41,2026052105010064,HIDCL,62,45,10,269.7,2697.0,1
2026-05-21,42,2026052105010063,ULHC,32,38,400,477.3,190920.0,1
2026-05-21,43,2026052105010062,TPC,48,49,10,377.0,3770.0,1
2026-05-21,44,2026052105010061,KDBY,99,34,1100,11.69,12859.0,1
2026-05-21,45,2026052105010060,KDBY,99,21,200,11.65,2330.0,1
2026-05-21,46,2026052105010059,KDBY,99,58,100,11.62,1162.0,1
2026-05-21,47,2026052105010058,KDBY,99,58,500,11.61,5805.0,1
2026-05-21,48,2026052105010057,KDBY,99,58,100,11.61,1161.0,1
2026-05-21,49,2026052105010056,GVL,51,35,50,490.0,24500.0,1
2026-05-21,50,2026052105010055,SHIVM,29,57,15,681.0,10215.0,1
2026-05-21,51,2026052105010054,SMJC,58,101,10,485.0,4850.0,1
2026-05-21,52,2026052105010053,USHL,48,13,10,629.9,6299.0,1
2026-05-21,53,2026052105010052,USHL,48,13,30,625.0,18750.0,1
2026-05-21,54,2026052105010051,USHL,48,56,10,625.0,6250.0,1
2026-05-21,55,2026052105010050,IHL,42,39,10,420.0,4200.0,1
2026-05-21,56,2026052105010049,NRN,39,58,287,1375.0,394625.0,1
2026-05-21,57,2026052105010048,NRN,39,14,72,1375.0,99000.0,1
2026-05-21,58,2026052105010047,NRN,39,78,11,1374.9,15123.9,1
2026-05-21,59,2026052105010046,NRN,39,32,15,1373.9,20608.5,1
2026-05-21,60,2026052105010045,NRN,39,52,500,1371.0,685500.0,1
2026-05-21,61,2026052105010044,NRN,39,45,100,1371.0,137100.0,1
2026-05-21,62,2026052105010043,NRN,39,65,15,1371.0,20565.0,1
2026-05-21,63,2026052105010042,MCHL,57,39,10,319.4,3194.0,1
2026-05-21,64,2026052105010041,STC,32,56,28,5960.0,166880.0,1
2026-05-21,65,2026052105010040,STC,32,77,10,5960.0,59600.0,1
2026-05-21,66,2026052105010039,STC,32,14,12,5950.0,71400.0,1
2026-05-21,67,2026052105010038,STC,32,75,28,5944.0,166432.0,1
2026-05-21,68,2026052105010037,STC,32,45,20,5940.0,118800.0,1
2026-05-21,69,2026052105010036,STC,32,75,12,5917.0,71004.0,1
2026-05-21,70,2026052105010035,STC,32,64,40,5915.0,236600.0,1
2026-05-21,71,2026052105010034,BNHC,42,34,50,328.4,16420.0,1
2026-05-21,72,2026052105010033,BNHC,49,34,300,328.4,98520.0,1
2026-05-21,73,2026052105010032,BNHC,32,34,50,328.5,16425.0,1
2026-05-21,74,2026052105010031,HATHY,38,48,10,799.9,7999.0,1
2026-05-21,75,2026052105010030,NRM,58,44,180,364.5,65610.0,1
2026-05-21,76,2026052105010029,CKHL,1,1,30,662.0,19860.0,1
2026-05-21,77,2026052105010028,SMJC,58,101,10,485.0,4850.0,1
2026-05-21,78,2026052105010027,BHPL,42,22,10,529.7,5297.0,1
2026-05-21,79,2026052105010026,PPL,44,56,300,349.0,104700.0,1
2026-05-21,80,2026052105010025,MSHL,22,57,17,690.0,11730.0,1
2026-05-21,81,2026052105010024,MSHL,22,35,40,690.0,27600.0,1
2026-05-21,82,2026052105010023,NIFRA,42,32,50,265.5,13275.0,1
2026-05-21,83,2026052105010022,SHIVM,58,57,50,681.0,34050.0,1
2026-05-21,84,2026052105010021,CHDC,50,45,10,2260.0,22600.0,1
2026-05-21,85,2026052105010020,MHL,42,58,10,498.0,4980.0,1
2026-05-21,86,2026052105010019,MHL,42,66,15,497.0,7455.0,1
2026-05-21,87,2026052105010018,GVL,38,35,10,490.0,4900.0,1
2026-05-21,88,2026052105010017,UHEWA,45,40,200,576.2,115240.0,1
2026-05-21,89,2026052105010016,TPC,58,49,32,377.0,12064.0,1
2026-05-21,90,2026052105010015,MKHC,70,17,850,318.0,270300.0,1
2026-05-21,91,2026052105010014,MKHC,70,8,300,318.0,95400.0,1
2026-05-21,92,2026052105010013,MEHL,5,58,100,379.0,37900.0,1
2026-05-21,93,2026052105010012,HATHY,42,48,14,799.9,11198.6,1
2026-05-21,94,2026052105010011,SHIVM,52,45,100,680.9,68090.0,1
2026-05-21,95,2026052105010010,SHIVM,67,57,50,681.0,34050.0,1
2026-05-21,96,2026052105010009,SONA,56,4,900,450.0,405000.0,1
2026-05-21,97,2026052105010008,SONA,56,56,10,450.0,4500.0,1
2026-05-21,98,2026052105010007,SONA,56,58,388,450.0,174600.0,1
2026-05-21,99,2026052105010006,HRL,67,72,20,640.0,12800.0,1
2026-05-21,100,2026052105010005,HRL,70,72,147,640.0,94080.0,1
2026-05-21,101,2026052105010004,TVCL,6,7,20,515.0,10300.0,1
2026-05-21,102,2026052105010003,PPL,22,56,207,349.0,72243.0,1
2026-05-21,103,2026052105010002,SGHC,35,66,105,367.0,38535.0,1
2026-05-21,104,2026052105010001,IHL,58,39,760,420.0,319200.0,1
2026-05-21,105,2026052105010000,IHL,58,40,340,419.9,142766.0,1
2026-05-21,106,2026052105009999,MANDU,65,35,10,815.0,8150.0,1
2026-05-21,107,2026052105009998,SMJC,58,101,10,485.0,4850.0,1
2026-05-21,108,2026052105009997,GCIL,39,49,24,416.1,9986.4,1
2026-05-21,109,2026052105009996,SHIVM,52,46,336,680.9,228782.4,1
2026-05-21,110,2026052105009995,MANDU,65,80,10,808.2,8082.0,1
2026-05-21,111,2026052105009994,SMJC,58,101,10,485.0,4850.0,1
2026-05-21,112,2026052105009993,SPC,45,41,73,457.2,33375.6,1
2026-05-21,113,2026052105009992,HIDCL,52,7,40,269.5,10780.0,1
2026-05-21,114,2026052105009991,BEDC,4,6,1025,369.8,379045.0,1
2026-05-21,115,2026052105009990,BEDC,4,38,175,369.7,64697.5,1
2026-05-21,116,2026052105009989,BEDC,36,38,25,369.7,9242.5,1
2026-05-21,117,2026052105009988,SMJC,42,48,320,476.0,152320.0,1
2026-05-21,118,2026052105009987,SMJC,35,48,400,477.0,190800.0,1
2026-05-21,119,2026052105009986,PHCL,47,58,2,306.8,613.6,1
2026-05-21,120,2026052105009985,IHL,58,39,50,418.2,20910.0,1
2026-05-21,121,2026052105009984,IHL,57,39,10,418.5,4185.0,1
2026-05-21,122,2026052105009983,DORDI,64,48,70,275.0,19250.0,1
2026-05-21,123,2026052105009982,IHL,42,40,30,419.9,12597.0,1
2026-05-21,124,2026052105009981,SHIVM,22,57,10,681.0,6810.0,1
2026-05-21,125,2026052105009980,NRM,58,10,70,364.3,25501.0,1
2026-05-21,126,2026052105009979,TPC,49,62,415,377.0,156455.0,1
2026-05-21,127,2026052105009978,SMJC,58,101,20,485.0,9700.0,1
2026-05-21,128,2026052105009977,SANVI,26,45,70,705.9,49413.0,1
2026-05-21,129,2026052105009976,RHGCL,56,35,20,290.0,5800.0,1
2026-05-21,130,2026052105009975,SMJC,58,101,50,485.0,24250.0,1
2026-05-21,131,2026052105009974,TSHL,57,13,200,556.0,111200.0,1
2026-05-21,132,2026052105009973,BHPL,49,22,10,529.7,5297.0,1
2026-05-21,133,2026052105009972,NRM,58,21,50,364.3,18215.0,1
2026-05-21,134,2026052105009971,HRL,70,90,103,640.0,65920.0,1
2026-05-21,135,2026052105009970,ILI,36,42,12,440.0,5280.0,1
2026-05-21,136,2026052105009969,ILI,36,19,12,440.0,5280.0,1
2026-05-21,137,2026052105009968,ILI,36,21,10,440.0,4400.0,1
2026-05-21,138,2026052105009967,ILI,36,16,12,440.0,5280.0,1
2026-05-21,139,2026052105009966,ILI,36,51,12,440.0,5280.0,1
2026-05-21,140,2026052105009965,ILI,36,13,12,440.0,5280.0,1
2026-05-21,141,2026052105009964,ILI,36,13,12,440.0,5280.0,1
2026-05-21,142,2026052105009963,ILI,36,16,12,440.0,5280.0,1
2026-05-21,143,2026052105009962,ILI,36,58,12,440.0,5280.0,1
2026-05-21,144,2026052105009961,ILI,36,25,12,440.0,5280.0,1
2026-05-21,145,2026052105009960,ILI,36,35,100,440.0,44000.0,1
2026-05-21,146,2026052105009959,ILI,36,74,12,440.0,5280.0,1
