Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-05-22,1,2026052205011239,AHL,56,74,174,515.0,89610.0,1
2026-05-22,2,2026052205011238,AHL,56,49,100,515.0,51500.0,1
2026-05-22,3,2026052205011237,AHL,56,51,12,513.0,6156.0,1
2026-05-22,4,2026052205011236,AHL,56,74,100,512.0,51200.0,1
2026-05-22,5,2026052205011235,AHL,56,74,100,512.0,51200.0,1
2026-05-22,6,2026052205011234,AHL,56,67,290,512.0,148480.0,1
2026-05-22,7,2026052205011233,AHL,56,58,200,510.0,102000.0,1
2026-05-22,8,2026052205011232,AHL,56,74,24,506.0,12144.0,1
2026-05-22,9,2026052205011053,AHL,39,74,436,506.0,220616.0,1
2026-05-22,10,2026052205010957,AHL,39,38,14,506.0,7084.0,1
2026-05-22,11,2026052205010936,AHL,39,35,10,506.0,5060.0,1
2026-05-22,12,2026052205011062,BBC,35,64,14,4800.0,67200.0,1
2026-05-22,13,2026052205011183,BEDC,34,52,20,376.9,7538.0,1
2026-05-22,14,2026052205011181,BEDC,44,57,50,376.0,18800.0,1
2026-05-22,15,2026052205011174,BEDC,44,38,420,376.0,157920.0,1
2026-05-22,16,2026052205011173,BEDC,38,38,30,376.8,11304.0,1
2026-05-22,17,2026052205011172,BEDC,48,38,100,376.8,37680.0,1
2026-05-22,18,2026052205010953,BEDC,21,52,500,376.9,188450.0,1
2026-05-22,19,2026052205010839,BEDC,45,52,1000,376.9,376900.0,1
2026-05-22,20,2026052205010972,BGWT,39,57,135,661.0,89235.0,1
2026-05-22,21,2026052205010933,BHDC,26,13,57,463.6,26425.2,1
2026-05-22,22,2026052205010932,BHDC,34,13,50,464.0,23200.0,1
2026-05-22,23,2026052205011271,BHL,56,42,10,226.0,2260.0,1
2026-05-22,24,2026052205011270,BHL,56,77,50,226.0,11300.0,1
2026-05-22,25,2026052205011269,BHL,56,34,100,226.0,22600.0,1
2026-05-22,26,2026052205011268,BHL,56,57,500,225.9,112950.0,1
2026-05-22,27,2026052205011267,BHL,56,46,400,225.9,90360.0,1
2026-05-22,28,2026052205011266,BHL,56,57,180,225.9,40662.0,1
2026-05-22,29,2026052205011019,BHL,33,58,55,225.5,12402.5,1
2026-05-22,30,2026052205011018,BHL,33,49,50,225.5,11275.0,1
2026-05-22,31,2026052205011017,BHL,33,35,50,225.3,11265.0,1
2026-05-22,32,2026052205010882,BHL,53,49,950,225.5,214225.0,1
2026-05-22,33,2026052205010881,BHL,53,57,50,225.5,11275.0,1
2026-05-22,34,2026052205010869,BHL,8,40,65,225.1,14631.5,1
2026-05-22,35,2026052205011145,BHL,8,34,500,225.1,112550.0,1
2026-05-22,36,2026052205011058,BHL,8,85,419,225.1,94316.9,1
2026-05-22,37,2026052205011023,BHL,33,26,108,225.5,24354.0,1
2026-05-22,38,2026052205011022,BHL,33,46,472,225.5,106436.0,1
2026-05-22,39,2026052205011021,BHL,33,41,200,225.5,45100.0,1
2026-05-22,40,2026052205011020,BHL,33,49,65,225.5,14657.5,1
