Date,#,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount,Page
2026-08-31,1,2026083105016148,BBC,44,58,15,4000.0,60000.0,1
2026-08-31,2,2026083105016083,BBC,6,58,20,4000.0,80000.0,1
2026-08-31,3,2026083105016065,BBC,6,58,10,4000.0,40000.0,1
2026-08-31,4,2026083105016194,BEDC,47,34,10,278.0,2780.0,1
2026-08-31,5,2026083105015916,BEDC,59,34,10,278.0,2780.0,1
2026-08-31,6,2026083105015915,BEDC,59,50,289,273.0,78897.0,1
2026-08-31,7,2026083105015831,BEDC,22,58,10,272.7,2727.0,1
2026-08-31,8,2026083105016162,BGWT,47,42,10,493.0,4930.0,1
2026-08-31,9,2026083105015786,BGWT,47,75,24,492.0,11808.0,1
2026-08-31,10,2026083105015785,BGWT,47,44,11,492.0,5412.0,1
2026-08-31,11,2026083105016070,BHDC,53,35,100,406.0,40600.0,1
2026-08-31,12,2026083105016172,BHL,48,39,100,195.3,19530.0,1
2026-08-31,13,2026083105015986,BHL,45,39,100,195.3,19530.0,1
2026-08-31,14,2026083105015985,BHL,57,39,100,195.4,19540.0,1
2026-08-31,15,2026083105015921,BHL,26,26,250,195.3,48825.0,1
2026-08-31,16,2026083105015920,BHL,49,26,10,195.3,1953.0,1
2026-08-31,17,2026083105015919,BHL,40,26,500,195.3,97650.0,1
2026-08-31,18,2026083105015918,BHL,34,26,265,195.3,51754.5,1
2026-08-31,19,2026083105015877,BHL,47,22,100,195.5,19550.0,1
2026-08-31,20,2026083105015737,BHL,34,41,100,195.3,19530.0,1
2026-08-31,21,2026083105016160,BHPL,34,16,10,433.0,4330.0,1
2026-08-31,22,2026083105015995,BHPL,34,86,30,426.1,12783.0,1
2026-08-31,23,2026083105015743,BHPL,34,16,10,433.0,4330.0,1
2026-08-31,24,2026083105016205,BNHC,35,50,10,252.0,2520.0,1
2026-08-31,25,2026083105015828,BNHC,74,57,74,251.3,18596.2,1
2026-08-31,26,2026083105016093,CHDC,49,50,10,2144.9,21449.0,1
2026-08-31,27,2026083105016058,CHDC,7,47,10,2142.2,21422.0,1
2026-08-31,28,2026083105016057,CHDC,32,47,50,2142.2,107110.0,1
2026-08-31,29,2026083105016056,CHDC,7,47,30,2142.2,64266.0,1
2026-08-31,30,2026083105016055,CHDC,58,47,10,2143.0,21430.0,1
